circuit,seed,step_index,step_kind,chosen_action,chosen_action_prob,top1_prob,entropy_over_legal_actions,n_legal_actions
mkDelayWorker32B,123,43,hblock,915,0.0018148038070648909,0.0018148038070648909,7.405863342269032,1694
lightweight_cipher,123,0,aspect_ratio,7,0.8325892090797424,0.8325892090797424,0.6187093794098723,20
lightweight_cipher,123,1,hblock,242,0.32204756140708923,0.32204756140708923,2.3087014782705633,84
lightweight_cipher,123,2,hblock,99,0.2341071218252182,0.2341071218252182,2.3831665309281505,77
lightweight_cipher,123,3,hblock,195,0.2771550416946411,0.2771550416946411,2.158348323281941,70
reduction_layer,123,0,aspect_ratio,8,0.6878583431243896,0.6878583431243896,1.3656888855196656,20
reduction_layer,123,1,hblock,817,0.011715126223862171,0.011715126223862171,7.00329199629753,1554
reduction_layer,123,2,hblock,532,0.008557477965950966,0.008557477965950966,7.027613017614796,1547
reduction_layer,123,3,hblock,8,0.008395851589739323,0.008395851589739323,7.0347160091630565,1537
reduction_layer,123,4,hblock,828,0.008132531307637691,0.008132531307637691,7.041320083272941,1526
reduction_layer,123,5,hblock,303,0.007359370123594999,0.007359370123594999,7.046997478075708,1515
reduction_layer,123,6,hblock,398,0.0070275659672915936,0.0070275659672915936,7.049428025145125,1504
reduction_layer,123,7,hblock,546,0.00665862113237381,0.00665862113237381,7.067813529687159,1493
reduction_layer,123,8,hblock,496,0.0064224847592413425,0.0064224847592413425,7.070306733440748,1482
reduction_layer,123,9,hblock,483,0.006371083669364452,0.006371083669364452,7.07343423977869,1471
reduction_layer,123,10,hblock,966,0.006469029001891613,0.006469029001891613,7.074658500542984,1462
reduction_layer,123,11,hblock,879,0.006138070952147245,0.006138070952147245,7.08079164481664,1451
reduction_layer,123,12,hblock,577,0.006132818758487701,0.006132818758487701,7.08225513887695,1440
reduction_layer,123,13,hblock,584,0.005235731601715088,0.005235731601715088,7.084272918966497,1433
reduction_layer,123,14,hblock,445,0.005328512284904718,0.005328512284904718,7.090713153979762,1426
reduction_layer,123,15,hblock,57,0.004595183301717043,0.004595183301717043,7.091903173922125,1415
reduction_layer,123,16,hblock,105,0.004338436294347048,0.004338436294347048,7.088886908897633,1404
reduction_layer,123,17,hblock,208,0.004288680385798216,0.004288680385798216,7.087958492950159,1393
reduction_layer,123,18,hblock,489,0.004281065426766872,0.004281065426766872,7.086607779967318,1382
reduction_layer,123,19,hblock,872,0.004124530125409365,0.004124530125409365,7.088446001946592,1380
reduction_layer,123,20,hblock,386,0.004112669266760349,0.004112669266760349,7.087361241725482,1373
reduction_layer,123,21,hblock,339,0.003945251926779747,0.003945251926779747,7.084952352930996,1365
reduction_layer,123,22,hblock,676,0.0038909807335585356,0.0038909807335585356,7.08142371865731,1356
reduction_layer,123,23,hblock,348,0.003932357765734196,0.003932357765734196,7.0802259121697375,1346
reduction_layer,123,24,hblock,255,0.0038582843262702227,0.0038582843262702227,7.0798603345161375,1337
reduction_layer,123,25,hblock,930,0.003887079656124115,0.003887079656124115,7.076431641993883,1326
reduction_layer,123,26,hblock,682,0.003656062763184309,0.003656062763184309,7.074737006021359,1315
reduction_layer,123,27,hblock,248,0.003652287181466818,0.003652287181466818,7.075661608406969,1309
reduction_layer,123,28,hblock,392,0.003630939405411482,0.003630939405411482,7.073043299823608,1302
reduction_layer,123,29,hblock,113,0.003589614061638713,0.003589614061638713,7.074685817730655,1301
reduction_layer,123,30,hblock,976,0.0036053252406418324,0.0036053252406418324,7.072285828150462,1293
reduction_layer,123,31,hblock,196,0.0034945220686495304,0.0034945220686495304,7.06891755917723,1283
reduction_layer,123,32,hblock,634,0.0035273456014692783,0.0035273456014692783,7.065218440371789,1273
arm_core,123,0,aspect_ratio,8,0.8016017079353333,0.8016017079353333,0.9446545690863352,20
arm_core,123,1,hblock,817,0.015950875356793404,0.015950875356793404,6.466850075450378,1050
arm_core,123,2,hblock,8,0.01216980628669262,0.01216980628669262,6.490703333733121,1043
arm_core,123,3,hblock,532,0.012427393347024918,0.012427393347024918,6.494536781858713,1032
arm_core,123,4,hblock,303,0.011338718235492706,0.011338718235492706,6.4996012522271265,1022
arm_core,123,5,hblock,398,0.010796834714710712,0.010796834714710712,6.500798205044238,1011
arm_core,123,6,hblock,546,0.010908421128988266,0.010908421128988266,6.524846082393571,1000
arm_core,123,7,hblock,966,0.011107610538601875,0.011107610538601875,6.528364496809193,989
arm_core,123,8,hblock,496,0.011303141713142395,0.011303141713142395,6.53630135296912,978
arm_core,123,9,hblock,828,0.01129678450524807,0.01129678450524807,6.541542297470666,967
arm_core,123,10,hblock,879,0.010644028894603252,0.010644028894603252,6.5487352449908,956
arm_core,123,11,hblock,483,0.009484076872467995,0.009484076872467995,6.551206049685361,945
arm_core,123,12,hblock,445,0.009243736974895,0.009243736974895,6.549800807817431,936
arm_core,123,13,hblock,577,0.00871641468256712,0.00871641468256712,6.549640395602244,925
arm_core,123,14,hblock,208,0.008109250105917454,0.008109250105917454,6.54954692853112,918
arm_core,123,15,hblock,584,0.008001693524420261,0.008001693524420261,6.547259694720653,907
arm_core,123,16,hblock,110,0.007244919426739216,0.007244919426739216,6.553566086030991,900
arm_core,123,17,hblock,339,0.007500664796680212,0.007500664796680212,6.529414170044598,889
arm_core,123,18,hblock,57,0.0075213173404335976,0.0075213173404335976,6.524761897960141,880
arm_core,123,19,hblock,872,0.007715316955000162,0.007715316955000162,6.520545861212996,869
arm_core,123,20,hblock,930,0.007575107738375664,0.007575107738375664,6.519442845386937,862
arm_core,123,21,hblock,353,0.007015415001660585,0.007015415001660585,6.519020553506076,851
arm_core,123,22,hblock,255,0.007123964373022318,0.007123964373022318,6.518471001351085,840
arm_core,123,23,hblock,638,0.0072017852216959,0.0072017852216959,6.515015976321186,829
arm_core,123,24,hblock,386,0.006835487205535173,0.006835487205535173,6.5116806468554636,818
softmax,123,0,aspect_ratio,8,0.31884583830833435,0.31884583830833435,2.396960265308874,20
softmax,123,1,hblock,817,0.00935257226228714,0.00935257226228714,7.042499152337483,1558
softmax,123,2,hblock,828,0.009426072239875793,0.009426072239875793,7.052677376924605,1553
softmax,123,3,hblock,10,0.0068312450312078,0.0068312450312078,7.062193600943493,1546
softmax,123,4,hblock,822,0.006826937664300203,0.006826937664300203,7.0724883582343185,1539
softmax,123,5,hblock,532,0.0068320538848638535,0.0068320538848638535,7.082018826221994,1535
softmax,123,6,hblock,634,0.005954311229288578,0.005954311229288578,7.088403975859038,1528
softmax,123,7,hblock,577,0.005516974721103907,0.005516974721103907,7.091401926718503,1521
softmax,123,8,hblock,483,0.005418707150965929,0.005418707150965929,7.093503983199631,1516
